Accession,Latitude,Longitude,Species
PI620560,-4.889999866,38.45999908,Sorghum
PI620564,-5.78000021,34.88999939,Sorghum
PI620565,-5.78000021,34.88999939,Sorghum
PI620567,-6.170000076,35.72999954,Sorghum
PI620570,-7.400000095,35.79000092,Sorghum
PI620572,-6.840000153,36.99000168,Sorghum
PI620578,-2.829999924,33.08000183,Sorghum
PI620579,-2.710000038,33.00999832,Sorghum
PI570498,7.269999981,28.68000031,Sorghum
PI570504,8.420000076,25.59000015,Sorghum
PI570505,8.420000076,25.59000015,Sorghum
PI570518,6.550000191,30.5,Sorghum
PI570524,13.03999996,30.20000076,Sorghum
PI570549,19.13999939,32.40000153,Sorghum
PI570575,6.550000191,30.5,Sorghum
PI570588,4.239999771,32.33000183,Sorghum
PI570603,12.34000015,28.70000076,Sorghum
PI570511,13.5,23.5,Sorghum
PI658758,11.03999996,7.420000076,Sorghum
PI647018,11.77000046,8.430000305,Sorghum
PI647019,11.25,8.399999619,Sorghum
PI647020,11.25,8.399999619,Sorghum
PI647021,11.25,8.399999619,Sorghum
PI647022,9.829999924,8.850000381,Sorghum
PI647023,10.18000031,8.859999657,Sorghum
PI647024,12.22999954,8.229999542,Sorghum
PI647025,12.55000019,7.829999924,Sorghum
PI647026,12.77000046,6.789999962,Sorghum
PI647027,11,8.829999924,Sorghum
PI647028,12.80000019,8.25,Sorghum
PI647029,13.44999981,5.659999847,Sorghum
PI612776,15.06999969,-10.34000015,Sorghum
PI612777,15.06999969,-10.34000015,Sorghum
PI570604,14.27000046,32.16999817,Sorghum
PI570494,8.369999886,33.02999878,Sorghum
PI570550,15.03999996,33.09999847,Sorghum
PI570554,16.39999962,33.25,Sorghum
PI570546,14.23999977,33.15999985,Sorghum
PI570528,19.31999969,30.25,Sorghum
PI597953,12.51000023,7.730000019,Sorghum
PI562989,11.85999966,9.010000229,Sorghum
PI597954,10.35999966,5.349999905,Sorghum
PI563009,11,7.849999905,Sorghum
PI563151,-0.5375722,34.46859,Sorghum
PI563153,-1.950000048,37.25,Sorghum
PI563154,0.159999996,34.59999847,Sorghum
PI563155,-0.090000004,34.75,Sorghum
PI563156,0.280000001,34.70000076,Sorghum
PI563157,0.379999995,34.18999863,Sorghum
PI563163,-0.07,34.81000137,Sorghum
PI563194,-0.5375722,34.46859,Sorghum
PI563196,-0.090000004,34.75,Sorghum
PI563198,-0.180000007,34.90999985,Sorghum
PI563199,0.050000001,34.65000153,Sorghum
PI563200,-0.5,34.70999908,Sorghum
PI563207,0.050000001,34.65000153,Sorghum
PI563209,0.460000008,34.24000168,Sorghum
PI563219,0.159999996,31.36000061,Sorghum
PI563289,-25.8422202,28.1029145,Sorghum
PI570584,4.539999962,29.27000046,Sorghum
PI571253,13.5,23.5,Sorghum
PI571256,9.579999924,33.43999863,Sorghum
PI571262,19.32999992,30.25,Sorghum
PI571273,6.480000019,29.42000008,Sorghum
PI571275,14.22000027,30.42000008,Sorghum
PI571299,14.18999958,33.33000183,Sorghum
PI571302,15.13000011,35.38000107,Sorghum
IS10068,10.6333,-4.76666,Sorghum
IS10189,11.19999981,-4.300000191,Sorghum
IS10191,12.01000023,-0.100000001,Sorghum
IS1036,18.64999962,72.87000275,Sorghum
IS1106,12.97000027,77.58000183,Sorghum
IS1107,22.42000008,75.54000092,Sorghum
IS11424,4.880000114,38.08000183,Sorghum
IS11431,6.179999828,35.56000137,Sorghum
IS1182,25.57999992,85.25,Sorghum
IS1186,12.93000031,79.12999725,Sorghum
IS1187,16.70999908,81.11000061,Sorghum
IS12031,7.15,40.71667,Sorghum
IS12106,7.480000019,45.15999985,Sorghum
IS1236,10.60000038,78.41000366,Sorghum
IS1240,12.14999962,77.11000061,Sorghum
IS1243,9.170000076,77.86000061,Sorghum
IS1246,9.800000191,78.11000061,Sorghum
IS1257,9.319999695,78.34999847,Sorghum
IS12584,-3.349999905,38.56000137,Sorghum
IS12590,-1.909999967,40.13000107,Sorghum
IS12606,12.4906,122.0628,Sorghum
IS12734,43.86000061,126.5699997,Sorghum
IS12740,39.92889,116.38833,Sorghum
IS12779,36.2333,36.1166,Sorghum
IS12782,38.06667,39.25,Sorghum
IS12789,36.9125,30.689722,Sorghum
IS12793,37.7202778,30.2908333,Sorghum
IS12796,37.8444,27.9644444,Sorghum
IS12801,38.4072222,27.1502778,Sorghum
IS12805,41.676944,26.555833,Sorghum
IS12808,39.79,26.3325,Sorghum
IS12810,40.04000092,27.05999947,Sorghum
IS12811,40.36000061,27.97999954,Sorghum
IS12813,41.1822222,41.8194444,Sorghum
IS12815,40.6080556,43.0975,Sorghum
IS12817,38.4941667,43.38,Sorghum
IS12818,37.3111111,40.7427778,Sorghum
IS12819,37.0097222,37.7941667,Sorghum
IS12821,37.6,36.9166,Sorghum
IS12822,38.353333,38.311944,Sorghum
IS13148,33.3386111,44.3938889,Sorghum
IS13155,41.0333,30.6333,Sorghum
IS13263,26.28000069,73.01999664,Sorghum
IS1360,24.62999916,73.23000336,Sorghum
IS1371,16.28000069,79.26000214,Sorghum
IS1401,25.37999916,66.90000153,Sorghum
IS14133,40.2447222,30.02,Sorghum
IS1416,20.80999947,78.87999725,Sorghum
IS1425,10.92000008,79.81999969,Sorghum
IS14444,29.05000069,79.5167,Sorghum
IS14635,9.010000229,40.24000168,Sorghum
IS1464,16.97999954,77.72000122,Sorghum
IS1472,10.96000004,78.08000183,Sorghum
IS14724,5.289999962,37.34999847,Sorghum
IS1477,11.46000004,77.44999695,Sorghum
IS1520,14.89000034,79.98999786,Sorghum
IS1523,13.18000031,79.62999725,Sorghum
IS1540,11.26000023,78.51000214,Sorghum
IS17149,5.570000172,8.079999924,Sorghum
IS17185,11.52000046,13.68000031,Sorghum
IS17195,8.079999924,3.910000086,Sorghum
IS17196,7.360000134,9.050000191,Sorghum
IS17669,18.29999924,80.55000305,Sorghum
IS17671,17.82999992,80.19000244,Sorghum
IS17749,15.44999981,77.66000366,Sorghum
IS17752,15.48999977,80.04000092,Sorghum
IS17766,14.14999962,79.84999847,Sorghum
IS17815,17.62999916,80.91999817,Sorghum
IS17819,17.52000046,82.19999695,Sorghum
IS17857,18.06999969,82.66000366,Sorghum
IS17864,18.86000061,84.47000122,Sorghum
IS17872,20.75,86.30999756,Sorghum
IS17885,18.77000046,83.88999939,Sorghum
IS17891,17.25,81.63999939,Sorghum
IS17896,18.25,83.5,Sorghum
IS17905,19.15999985,83.41000366,Sorghum
IS17909,17.32999992,76.83000183,Sorghum
IS17912,20.06999969,83.08999634,Sorghum
IS17917,26.37999916,72.48999786,Sorghum
IS17919,26.92000008,71.90000153,Sorghum
IS17920,26.90999985,70.91000366,Sorghum
IS17921,25.34000015,72.61000061,Sorghum
IS17922,25.29999924,73.12999725,Sorghum
IS17925,27.5,73.5,Sorghum
IS17926,27.06999969,75.68000031,Sorghum
IS17929,23.20000076,73.55999756,Sorghum
IS17930,23.20000076,76.55999756,Sorghum
IS17933,25.95999908,75.15000153,Sorghum
IS17937,26.65999985,73.70999908,Sorghum
IS17942,25.76000023,73.33000183,Sorghum
IS17958,19.71999931,77.13999939,Sorghum
IS18234,23.3629599,89.9343761,Sorghum
IS18235,23.7230568,90.4086151,Sorghum
IS18236,23.15999985,89.20999908,Sorghum
IS18238,25.0880864,90.0906372,Sorghum
IS18295,14.03999996,5.570000172,Sorghum
IS18303,13.38000011,4.019999981,Sorghum
IS18822,13.47999954,32.25,Sorghum
IS19477,4.090000153,30.68000031,Sorghum
IS19485,5.230000019,30.13999939,Sorghum
IS19494,8.529999733,29.10000038,Sorghum
IS19507,5.349999905,27.27000046,Sorghum
IS19513,4.849999905,31.61000061,Sorghum
IS19520,7.340000153,27.53000069,Sorghum
IS19677,19.19000053,81.93000031,Sorghum
IS19680,18.39999962,81.66000366,Sorghum
IS19698,19.70999908,81.23999786,Sorghum
IS19700,22.59000015,80.55999756,Sorghum
IS19706,23.05999947,82.58999634,Sorghum
IS19732,21.72999954,80.44999695,Sorghum
IS19758,22.72999954,78.34999847,Sorghum
IS19804,24.96999931,81.65000153,Sorghum
IS19946,15.48999977,-14.47999954,Sorghum
IS19950,14.5,-13.67000008,Sorghum
IS19956,16.17000008,-14.67000008,Sorghum
IS19962,16.37999916,-15.57999992,Sorghum
IS19978,13.67000008,-16.37999916,Sorghum
IS19982,14.51000023,-13.02000046,Sorghum
IS19988,15.15999985,-13.02999973,Sorghum
IS19991,14.07999992,-15.88000011,Sorghum
IS19998,14.13000011,-14.25,Sorghum
IS20004,14.59000015,-14.39999962,Sorghum
IS20024,14.07999992,-12.26000023,Sorghum
IS20027,13.93000031,-13.43000031,Sorghum
IS20028,14.8111833,-12.3589829,Sorghum
IS20049,13.88000011,-12.85000038,Sorghum
IS20073,12.57999992,-12.82999992,Sorghum
IS20087,13.67000008,-13.86999989,Sorghum
IS20105,13.07999992,-14.03999996,Sorghum
IS20116,13.07999992,-13.44999981,Sorghum
IS20125,12.82999992,-14.77999973,Sorghum
IS20146,12.56000042,-15.64999962,Sorghum
IS20158,13.43000031,10.42000008,Sorghum
IS20164,13.88000011,13.18000031,Sorghum
IS20166,13.52999973,11.71000004,Sorghum
IS20173,13.94999981,11.31000042,Sorghum
IS20187,13.35999966,12.65999985,Sorghum
IS20216,13.02999973,8.859999657,Sorghum
IS20225,13.94999981,10.25,Sorghum
IS20230,13.88000011,9.100000381,Sorghum
IS20234,12.89999962,9.329999924,Sorghum
IS20243,13.18000031,9.909999847,Sorghum
IS20250,14.72999954,7.460000038,Sorghum
IS20261,14.30000019,6.760000229,Sorghum
IS20300,14.38000011,9.029999733,Sorghum
IS20307,14.30000019,2.059999943,Sorghum
IS20314,13.93000031,7.179999828,Sorghum
IS20328,13.90999985,6.179999828,Sorghum
IS20345,14.67000008,4.349999905,Sorghum
IS20348,13.85000038,4.849999905,Sorghum
IS20363,14.76000023,6.309999943,Sorghum
IS20364,15.85999966,5.349999905,Sorghum
IS20378,14.44999981,5.210000038,Sorghum
IS20398,13.40999985,2.960000038,Sorghum
IS20441,12.72999954,2.829999924,Sorghum
IS20448,14.47999954,3.660000086,Sorghum
IS20450,14.27999973,2.549999952,Sorghum
IS20452,15.18000031,3.50999999,Sorghum
IS20460,14,3.180000067,Sorghum
IS20463,14.02999973,4.210000038,Sorghum
IS20488,13.85000038,1.450000048,Sorghum
IS20490,13.35000038,2.460000038,Sorghum
IS20492,14.42000008,1.549999952,Sorghum
IS20497,13.35999966,1.899999976,Sorghum
IS20498,14.56000042,0.709999979,Sorghum
IS20905,8.9167,17.5667,Sorghum
IS21015,-0.8447118,37.0618055,Sorghum
IS21055,0.7477023,34.997074,Sorghum
IS21139,-0.4333333,37.333334,Sorghum
IS21155,-1.2333333,34.6499977,Sorghum
IS21160,-0.9833333,38.4666672,Sorghum
IS21169,-0.2500002,36.2999992,Sorghum
IS21186,-4.0111627,39.6593765,Sorghum
IS21309,-1.519999981,38.11000061,Sorghum
IS21310,-0.579999983,38.04000092,Sorghum
IS21323,-1.230000019,37.40000153,Sorghum
IS21328,0.129999995,38.20999908,Sorghum
IS21343,0.119999997,37.47999954,Sorghum
IS21347,-2.950000048,37.56000137,Sorghum
IS21403,-14.18000031,33.59000015,Sorghum
IS21464,-17.03000069,35.27999878,Sorghum
IS21521,-15.38000011,35.27999878,Sorghum
IS21522,-14.97999954,34.95000076,Sorghum
IS21535,-13.77999973,34.45000076,Sorghum
IS21545,-13.06999969,33.40000153,Sorghum
IS21546,-12.93000031,34.29000092,Sorghum
IS21557,-13.65999985,35.52999878,Sorghum
IS21565,-10.97999954,33.75,Sorghum
IS21583,-14.35999966,34.25,Sorghum
IS21631,-13.61999989,33.52999878,Sorghum
IS21976,10.72999954,77.52999878,Sorghum
IS21982,14.53999996,77.09999847,Sorghum
IS21996,24.22999954,72.55000305,Sorghum
IS21997,21.01000023,75.55999756,Sorghum
IS22001,21.81999969,74.22000122,Sorghum
IS22009,19.19000053,72.95999908,Sorghum
IS22019,20.75,73.68000031,Sorghum
IS22025,34.08000183,74.80999756,Sorghum
IS22026,30.27000046,79.25,Sorghum
IS2206,15.85999966,74.5,Sorghum
IS22100,14.67000008,75.08999634,Sorghum
IS22104,16.20000076,77.37000275,Sorghum
IS22193,12.13000011,76.12999725,Sorghum
IS22598,8.539999962,80.80000305,Sorghum
IS22601,8.020000458,80.51000214,Sorghum
IS22604,7.260000229,80.12999725,Sorghum
IS22608,8.180000305,79.84999847,Sorghum
IS22615,21.87999916,95.44999695,Sorghum
IS22618,22.03000069,96.47000122,Sorghum
IS22701,3.829999924,42.41999817,Sorghum
IS22702,3.829999924,43,Sorghum
IS22742,2.420000076,43.25,Sorghum
IS22746,3.25,42.75,Sorghum
IS22751,3.25,42.25,Sorghum
IS22785,3.829999924,44.83000183,Sorghum
IS22789,2.579999924,45.5,Sorghum
IS22792,3.25,45.66999817,Sorghum
IS23108,-3.549999952,36.09999847,Sorghum
IS23184,-15.07999992,29.62000084,Sorghum
IS23188,-14.55000019,30.80999947,Sorghum
IS23225,-14.07999992,32.06000137,Sorghum
IS23240,-13.55000019,32.52999878,Sorghum
IS23248,-13.19999981,28.57999992,Sorghum
IS23262,-9.289999962,31.25,Sorghum
IS23263,-13.28999996,32.11000061,Sorghum
IS23275,-13.52000046,31.57999992,Sorghum
IS23283,-14.93000031,22.26000023,Sorghum
IS23298,-12.27999973,33.20000076,Sorghum
IS23306,-10.94999981,33.09000015,Sorghum
IS23308,-11.64999962,32.88999939,Sorghum
IS23319,-9.350000381,32.58000183,Sorghum
IS23322,-16.82999992,27.06999969,Sorghum
IS23335,-10.26000023,32.65000153,Sorghum
IS23341,-10.02000046,31.18000031,Sorghum
IS23357,-8.829999924,31.52000046,Sorghum
IS23358,-9.069999695,32.02000046,Sorghum
IS23363,-11.07999992,31.11000061,Sorghum
IS23366,-13.1166658,29.8352753,Sorghum
IS23367,-14.81000042,24.79999924,Sorghum
IS23370,-11.89999962,31.43000031,Sorghum
IS23373,-13.61999989,29.38999939,Sorghum
IS23375,-13.97000027,28.67000008,Sorghum
IS23376,-14.44999981,28.44000053,Sorghum
IS23615,7.269999981,36.24000168,Sorghum
IS23651,13.55000019,-14.77000046,Sorghum
IS23674,13.19999981,-16.72999954,Sorghum
IS23675,-16.88999939,37.81000137,Sorghum
IS23679,-16.03000069,37.18000031,Sorghum
IS23685,-16.78000069,38.86000061,Sorghum
IS23687,-19.04999924,34.40000153,Sorghum
IS23693,-15.89999962,38.95000076,Sorghum
IS23694,-23.87999916,35.41999817,Sorghum
IS23698,-13.71000004,39.81999969,Sorghum
IS23700,-13.19999981,38.52999878,Sorghum
IS2371,-5,120,Sorghum
IS23711,-14.93999958,38.31000137,Sorghum
IS24283,-8.729999542,33.29000092,Sorghum
IS24286,-7.920000076,35.58000183,Sorghum
IS24287,-8.850000381,34.63000107,Sorghum
IS24288,-9.329999924,34.77000046,Sorghum
IS24292,-10.68000031,35.63999939,Sorghum
IS24294,-11.10999966,37.36000061,Sorghum
IS24297,-6.179999828,39.31000137,Sorghum
IS24299,-6.849999905,39.29999924,Sorghum
IS24302,-10.92000008,39.06999969,Sorghum
IS24308,-6.400000095,38.34999847,Sorghum
IS24309,-6.849999905,30.56999969,Sorghum
IS24327,19.87999916,76.48000336,Sorghum
IS24332,20.22999954,77.55999756,Sorghum
IS24334,20.70999908,77.98999786,Sorghum
IS24336,20.42000008,79.37000275,Sorghum
IS24360,19.01000023,73.94000244,Sorghum
IS24369,18.72999954,76.37999725,Sorghum
IS24379,26.54999924,79.58999634,Sorghum
IS24386,27.88999939,78.06999969,Sorghum
IS24389,28.39999962,77.84999847,Sorghum
IS24413,25.37999916,81.13999939,Sorghum
IS24416,26.06999969,81.08999634,Sorghum
IS24417,25.45000076,81.83999634,Sorghum
IS24875,9.390000343,9.210000038,Sorghum
IS25098,7.9550113,-1.031819,Sorghum
IS25506,-3.210000038,30.09000015,Sorghum
IS25543,-2.559999943,28.95000076,Sorghum
IS25670,13.43999958,-4.090000153,Sorghum
IS25690,14.72999954,-6.559999943,Sorghum
IS25694,15.01000023,-7.659999847,Sorghum
IS25706,14.46000004,-8.229999542,Sorghum
IS25708,15.26000023,-8.479999542,Sorghum
IS25722,14.30000019,-9.550000191,Sorghum
IS25752,15.01000023,-3.50999999,Sorghum
IS25766,15.42000008,-4.039999962,Sorghum
IS25772,13.85999966,-11.65999985,Sorghum
IS25783,15.31000042,-11.35000038,Sorghum
IS25784,13.39000034,-10.36999989,Sorghum
IS25798,12.02999973,-9.710000038,Sorghum
IS25804,12.39999962,-11.07999992,Sorghum
IS25812,12.71000004,-10.57999992,Sorghum
IS25816,11.44999981,-6.119999886,Sorghum
IS25839,14,-4.119999886,Sorghum
IS25865,12.57999992,-9.119999886,Sorghum
IS25868,12.88000011,-9.979999542,Sorghum
IS25877,13.06999969,-8.199999809,Sorghum
IS25888,14.21000004,-7.579999924,Sorghum
IS25912,13.69999981,-8.449999809,Sorghum
IS25913,13.46000004,-7.800000191,Sorghum
IS25921,13.05000019,-7.559999943,Sorghum
IS25931,12.02999973,-8.380000114,Sorghum
IS25936,11.56000042,-8.25,Sorghum
IS25945,11.59000015,-7.539999962,Sorghum
IS25966,10.60000038,-8.199999809,Sorghum
IS25985,10.27999973,-7.260000229,Sorghum
IS25987,10.75,-6.5,Sorghum
IS26000,11.85999966,-5.409999847,Sorghum
IS26005,11.13000011,-5.400000095,Sorghum
IS26008,10.55000019,-5.769999981,Sorghum
IS26031,13.06999969,-5.5,Sorghum
IS26056,13.27999973,-4.579999924,Sorghum
IS26072,12.55000019,-5.050000191,Sorghum
IS26090,16.09000015,-3.339999914,Sorghum
IS26091,15.21000004,-2.680000067,Sorghum
IS26101,15.17000008,-1.409999967,Sorghum
IS26103,15,-2.049999952,Sorghum
IS26108,14.65999985,-2.75,Sorghum
IS26123,13.75,-3.349999905,Sorghum
IS26131,14.39999962,-3.160000086,Sorghum
IS26137,14.85999966,-5.210000038,Sorghum
IS26142,14.77999973,-6.010000229,Sorghum
IS26147,13.57999992,-5.25,Sorghum
IS26148,14.30000019,-11.46000004,Sorghum
IS26282,9.529999733,0.439999998,Sorghum
IS26285,10.01000023,0.49000001,Sorghum
IS26370,9.130000114,1.110000014,Sorghum
IS26376,8.359999657,1,Sorghum
IS26390,6.900000095,0.850000024,Sorghum
IS26404,6.199999809,1.350000024,Sorghum
IS26419,6.800000191,1.730000019,Sorghum
IS26434,9.510000229,3.150000095,Sorghum
IS26485,10.93000031,3.700000048,Sorghum
IS26516,11.93999958,3.230000019,Sorghum
IS26532,11.64999962,2.529999971,Sorghum
IS26540,11.02000046,2.25,Sorghum
IS26548,10.77999973,2.710000038,Sorghum
IS26565,10.48999977,1.379999995,Sorghum
IS26566,6.400000095,2.059999943,Sorghum
IS26575,10.93000031,1.080000043,Sorghum
IS26576,11.18000031,3,Sorghum
IS26579,9.409999847,2.559999943,Sorghum
IS26588,10,1.50999999,Sorghum
IS26594,9.010000229,1.659999967,Sorghum
IS26596,8.5,1.730000019,Sorghum
IS26598,9.5,1.629999995,Sorghum
IS26602,7.829999924,1.659999967,Sorghum
IS26634,-13.82999992,24.17000008,Sorghum
IS26635,-13.5,23,Sorghum
IS26638,-12.32999992,24.82999992,Sorghum
IS26641,-9.649999619,28.90999985,Sorghum
IS26821,12.63000011,44.00999832,Sorghum
IS26827,16.59000015,43.31999969,Sorghum
IS26837,5.039999962,32.45000076,Sorghum
IS26925,8.720000267,77.66999817,Sorghum
IS26978,21.31999969,77.05000305,Sorghum
IS26991,23.35000038,85.33000183,Sorghum
IS26993,23.82999992,84.80999756,Sorghum
IS27003,27.67000008,76.08000183,Sorghum
IS27071,-20.88999939,30.78000069,Sorghum
IS27087,-22.04000092,31.40999985,Sorghum
IS27100,-20.35000038,31.45000076,Sorghum
IS27123,-19.01000023,28.89999962,Sorghum
IS27129,-20.47999954,27.82999992,Sorghum
IS27132,-19.76000023,27.75,Sorghum
IS27137,-19.65999985,30,Sorghum
IS27139,-18.32999992,27.75,Sorghum
IS27156,-18.54999924,29.54999924,Sorghum
IS27165,-18.89999962,31.28000069,Sorghum
IS27167,-18.12000084,28.52000046,Sorghum
IS27169,-19.27000046,29.44000053,Sorghum
IS27179,-20.85000038,30.18000031,Sorghum
IS27215,-17.55999947,29.61000061,Sorghum
IS27222,-17.62000084,30.18000031,Sorghum
IS27233,-16.05999947,29.39999962,Sorghum
IS27253,-16.57999992,32.18000031,Sorghum
IS27292,13.71000004,-1.179999948,Sorghum
IS27336,14.05000019,-2.529999971,Sorghum
IS27387,11.25,0.699999988,Sorghum
IS27393,11.52999973,0.02,Sorghum
IS27502,12.18000031,-4.079999924,Sorghum
IS27527,11.80000019,-3.279999971,Sorghum
IS27680,8.479999542,-12.86999989,Sorghum
IS27708,8,-11.05000019,Sorghum
IS27717,7.929999828,-11.55000019,Sorghum
IS27726,7.230000019,-11.42000008,Sorghum
IS27736,8.619999886,-10.73999977,Sorghum
IS27740,8.449999809,-11.77000046,Sorghum
IS27766,9.279999733,-12.18999958,Sorghum
IS27775,9.850000381,-11.42000008,Sorghum
IS27858,-26.75,28.73999977,Sorghum
IS27859,-29.14999962,31.05999947,Sorghum
IS27942,14.02999973,45.31999969,Sorghum
IS28036,17.02000046,44.06999969,Sorghum
IS28086,13.25,43.47999954,Sorghum
IS28143,14.13000011,43.18999863,Sorghum
IS28317,14.68000031,49.04999924,Sorghum
IS28444,13.52999973,45.5,Sorghum
IS28453,12.7472,44.9075,Sorghum
IS28749,14.18999958,47.04999924,Sorghum
IS28966,12.52999973,54.27000046,Sorghum
IS29053,15.72000027,43.65000153,Sorghum
IS29228,-27.21999931,31.61000061,Sorghum
IS29685,-19.05999947,31.75,Sorghum
IS29757,-21.05999947,31.65999985,Sorghum
IS29808,-16.17000008,30.57999992,Sorghum
IS29838,-17.03000069,30.39999962,Sorghum
IS29856,-17.64999962,31.78000069,Sorghum
IS29860,-17.39999962,32.22000122,Sorghum
IS29866,-16.97999954,32.70000076,Sorghum
IS30024,-18.37999916,26.42000008,Sorghum
IS30095,-19.45000076,27.25,Sorghum
IS30122,-18.18000031,31.54999924,Sorghum
IS30145,-18.96999931,32.65000153,Sorghum
IS30213,-17.73999977,27.39999962,Sorghum
IS30318,33.47999954,116.8600006,Sorghum
IS30319,31.62000084,114.8600006,Sorghum
IS30359,37.41999817,117.0299988,Sorghum
IS30360,38.45999908,111.1100006,Sorghum
IS30371,39,111.0800018,Sorghum
IS30391,38.34999847,111.9300003,Sorghum
IS30398,37.08000183,113.3600006,Sorghum
IS30401,37.83000183,113.5999985,Sorghum
IS30407,26.77000046,104.4300003,Sorghum
IS30422,38.90999985,111.8300018,Sorghum
IS30444,27.47999954,117.3799973,Sorghum
IS30452,39.52000046,112.8099976,Sorghum
IS30455,32.83000183,118.8499985,Sorghum
IS3075,14.23999977,34.40999985,Sorghum
IS30853,8.829999924,13.97000027,Sorghum
IS30855,8.470000267,13.23999977,Sorghum
IS30858,7.829999924,14.75,Sorghum
IS30860,7.829999924,15.39000034,Sorghum
IS30864,7.170000076,14.82999992,Sorghum
IS30867,7.329999924,14.18999958,Sorghum
IS30868,7.5,13.5,Sorghum
IS3127,36.707529,67.106626,Sorghum
IS31666,-5.1000004,13.1166658,Sorghum
IS31869,14.47999954,48.43999863,Sorghum
IS31965,16.12000084,43.09000015,Sorghum
IS32150,16.36000061,44.09000015,Sorghum
IS32262,15.14999962,48.34000015,Sorghum
IS32337,21.68000031,85.26000214,Sorghum
IS32357,20.5,82.79000092,Sorghum
IS32370,20.82999992,84.30000305,Sorghum
IS32373,21.46999931,83.98999786,Sorghum
IS32401,24,85.36000061,Sorghum
IS32404,23.94000053,86.83000183,Sorghum
IS32405,24.27000046,87.25,Sorghum
IS32420,24.27000046,84.25,Sorghum
IS32425,26.37999916,85.18000031,Sorghum
IS32426,24.87999916,86.91000366,Sorghum
IS32449,24.40999985,83.36000061,Sorghum
IS32459,24.75,84.37000275,Sorghum
IS32461,23.12000084,83.19000244,Sorghum
IS32471,22.75,81.77999878,Sorghum
IS32475,22.47999954,83.20999908,Sorghum
IS32506,17.79999924,81.38999939,Sorghum
IS32571,2.99000001,44.84000015,Sorghum
IS32685,3.890000105,45.49000168,Sorghum
IS33242,10,15.43999958,Sorghum
IS33716,17.82999992,76.69000244,Sorghum
IS33861,17.37000084,75.08999634,Sorghum
IS33973,13.64999962,78.90000153,Sorghum
IS33984,14.01000023,78.18000031,Sorghum
IS34008,15.22999954,78.30999756,Sorghum
IS34017,22.95999908,74.81999969,Sorghum
IS34029,22.40999985,74.55999756,Sorghum
IS34035,23.17000008,75.77999878,Sorghum
IS34067,23.70000076,76.01000214,Sorghum
IS34083,24.05999947,75.06999969,Sorghum
IS34139,21.76000023,75.68000031,Sorghum
IS34150,21.82999992,76.34999847,Sorghum
IS34219,18.56999969,82.95999908,Sorghum
IS34226,-21.28000069,27.87999916,Sorghum
IS3457,4.110000134,33.40000153,Sorghum
IS34778,5.170000076,14.77000046,Sorghum
IS34781,5.849999905,14.82999992,Sorghum
IS34814,6.670000076,16.37999916,Sorghum
IS34840,7.28000021,16.17000008,Sorghum
IS34851,6.980000019,15.64000034,Sorghum
IS34860,7.369999886,16.72999954,Sorghum
IS34895,5.659999847,20.69000053,Sorghum
IS34901,6.5,17.55999947,Sorghum
IS34906,5.78000021,17.54999924,Sorghum
IS34908,5.260000229,17.64999962,Sorghum
IS34909,6.03000021,18.40999985,Sorghum
IS34913,6.510000229,18.28000069,Sorghum
IS34928,7.309999943,18.29000092,Sorghum
IS34938,6.369999886,19.17000008,Sorghum
IS34939,7.21999979,18.82999992,Sorghum
IS34947,6.659999847,19.79999924,Sorghum
IS34954,8.409999847,22.64999962,Sorghum
IS34965,7.550000191,20.18000031,Sorghum
IS34976,4.329999924,18.67000008,Sorghum
IS35170,-20.84000015,27.21999931,Sorghum
IS35214,30.67000008,73.66000366,Sorghum
IS35215,30.28000069,73.05999756,Sorghum
IS35218,29.73999977,73.23999786,Sorghum
IS35222,29.19000053,72.84999847,Sorghum
IS35225,29.38999939,71.66999817,Sorghum
IS35229,28.68000031,65.94000244,Sorghum
IS35230,28.68000031,69.94000244,Sorghum
IS35231,29.10000038,70.31999969,Sorghum
IS35239,29.98999977,70.29000092,Sorghum
IS35240,30.62999916,70.58000183,Sorghum
IS35244,31.17000008,71.22000122,Sorghum
IS35246,31.87999916,71.90000153,Sorghum
IS35250,32.93000031,72.84999847,Sorghum
IS35254,33.24000168,72.26000214,Sorghum
IS35255,33.59999847,73.04000092,Sorghum
IS35427,1.100000024,31.79999924,Sorghum
IS35471,-17.72999954,25.11000061,Sorghum
IS35475,-17.86000061,24.18000031,Sorghum
IS35478,-17.75,23.37999916,Sorghum
IS35480,-17.97999954,20.54999924,Sorghum
IS35483,-18.03000069,19.04999924,Sorghum
IS35503,-17.72999954,18.47999954,Sorghum
IS35506,-18.43000031,19.72999954,Sorghum
IS35507,-19.75,19.97999954,Sorghum
IS35509,-19.63999939,17.34000015,Sorghum
IS35510,-18.61000061,17.15999985,Sorghum
IS35522,-17.51000023,14.63000011,Sorghum
IS35526,-17.92000008,15.22999954,Sorghum
IS35553,-17.43000031,15.32999992,Sorghum
IS35567,-17.60000038,17.79999924,Sorghum
IS35570,-17.62000084,17.12999916,Sorghum
IS35574,-17.5,15.82999992,Sorghum
IS35579,-17.56999969,16.5,Sorghum
IS35602,-17.92000008,13.75,Sorghum
IS35604,-17.87000084,13.17000008,Sorghum
IS3582,18.10000038,33.54999924,Sorghum
IS36052,17.22999954,78.27999878,Sorghum
IS36058,17.5,79.26000214,Sorghum
IS36060,16.89999962,78.73000336,Sorghum
IS36081,16.45000076,78.45999908,Sorghum
IS36088,18,79.58999634,Sorghum
